u,v,a(m2=10000kg),a(m2=20000kg),a(m2=30000kg),a(m2=40000kg),a(m2=50000kg)
90,8.6,1.007503895,0.503751948,0.335834632,0.251875974,0.201500779
90,8.8,1.007648893,0.503824446,0.335882964,0.251912223,0.201529779
90,9,1.008659424,0.504329712,0.336219808,0.252164856,0.201731885
90,9.2,1.00556388,0.50278194,0.33518796,0.25139097,0.201112776
90,9.4,1.003324507,0.501662253,0.334441502,0.250831127,0.200664901
90,9.6,1.006468437,0.503234218,0.335489479,0.251617109,0.201293687
90,9.8,1.005718884,0.502859442,0.335239628,0.251429721,0.201143777
90,10,1.009627981,0.504813991,0.33654266,0.252406995,0.201925596
90,10.2,1.0013803,0.50069015,0.333793433,0.250345075,0.20027606
90,10.4,0.984546862,0.492273431,0.328182287,0.246136715,0.196909372
90,10.6,0.971858262,0.485929131,0.323952754,0.242964565,0.194371652
90,10.8,0.975395571,0.487697785,0.325131857,0.243848893,0.195079114
90,11,0.950009799,0.4750049,0.316669933,0.23750245,0.19000196
90,11.2,0.920037127,0.460018563,0.306679042,0.230009282,0.184007425
90,11.4,0.871056022,0.435528011,0.290352007,0.217764006,0.174211204
90,11.6,0.82871165,0.414355825,0.276237217,0.207177912,0.16574233
90,11.8,0.809253433,0.404626716,0.269751144,0.202313358,0.161850687
90,12,0.787061925,0.393530962,0.262353975,0.196765481,0.157412385
90,12.2,0.773449082,0.386724541,0.257816361,0.193362271,0.154689816
90,12.4,0.766984805,0.383492402,0.255661602,0.191746201,0.153396961
90,12.6,0.7573619,0.37868095,0.252453967,0.189340475,0.15147238
90,12.8,0.748332858,0.374166429,0.249444286,0.187083215,0.149666572
90,13,0.737739652,0.368869826,0.245913217,0.184434913,0.14754793
90,13.2,0.720280549,0.360140274,0.240093516,0.180070137,0.14405611
90,13.4,0.708247611,0.354123806,0.236082537,0.177061903,0.141649522
90,13.6,0.6813269,0.34066345,0.227108967,0.170331725,0.13626538
90,13.8,0.661649889,0.330824945,0.220549963,0.165412472,0.132329978
90,14,0.64299399,0.321496995,0.21433133,0.160748497,0.128598798
90,14.2,0.63322219,0.316611095,0.211074063,0.158305548,0.126644438
90,14.4,0.605689503,0.302844752,0.201896501,0.151422376,0.121137901
90,14.6,0.571421529,0.285710764,0.190473843,0.142855382,0.114284306
90,14.8,0.554915707,0.277457853,0.184971902,0.138728927,0.110983141
90,15,0.537111572,0.268555786,0.179037191,0.134277893,0.107422314
90,15.2,0.527180027,0.263590013,0.175726676,0.131795007,0.105436005
90,15.4,0.510795394,0.255397697,0.170265131,0.127698848,0.102159079
90,15.6,0.508584731,0.254292365,0.169528244,0.127146183,0.101716946
90,15.8,0.509548056,0.254774028,0.169849352,0.127387014,0.101909611
90,16,0.509298075,0.254649037,0.169766025,0.127324519,0.101859615
90,16.2,0.502045303,0.251022652,0.167348434,0.125511326,0.100409061
90,16.4,0.501400417,0.250700209,0.167133472,0.125350104,0.100280083
90,16.6,0.504110263,0.252055131,0.168036754,0.126027566,0.100822053
90,16.8,0.490618461,0.24530923,0.163539487,0.122654615,0.098123692
90,17,0.488188963,0.244094482,0.162729654,0.122047241,0.097637793
90,17.2,0.470297594,0.235148797,0.156765865,0.117574398,0.094059519
90,17.4,0.466519414,0.233259707,0.155506471,0.116629854,0.093303883
90,17.6,0.453080291,0.226540146,0.151026764,0.113270073,0.090616058
90,17.8,0.440970851,0.220485425,0.146990284,0.110242713,0.08819417
90,18,0.430281339,0.21514067,0.143427113,0.107570335,0.086056268
90,18.2,0.429123849,0.214561924,0.143041283,0.107280962,0.08582477
90,18.4,0.418219649,0.209109824,0.13940655,0.104554912,0.08364393
90,18.6,0.400281458,0.200140729,0.133427153,0.100070364,0.080056292
90,18.8,0.402400129,0.201200064,0.134133376,0.100600032,0.080480026
90,19,0.39136455,0.195682275,0.13045485,0.097841138,0.07827291
90,19.2,0.381423369,0.190711684,0.127141123,0.095355842,0.076284674
90,19.4,0.382310589,0.191155294,0.127436863,0.095577647,0.076462118
90,19.6,0.380874772,0.190437386,0.126958257,0.095218693,0.076174954
90,19.8,0.380633703,0.190316851,0.126877901,0.095158426,0.076126741
90,20,0.386982158,0.193491079,0.128994053,0.096745539,0.077396432
90,20.2,0.378116706,0.189058353,0.126038902,0.094529177,0.075623341
90,20.4,0.337254719,0.168627359,0.11241824,0.08431368,0.067450944
90,20.6,0.338727703,0.169363851,0.112909234,0.084681926,0.067745541
90,20.8,0.323935408,0.161967704,0.107978469,0.080983852,0.064787082
90,21,0.325328548,0.162664274,0.108442849,0.081332137,0.06506571
90,21.2,0.325791145,0.162895572,0.108597048,0.081447786,0.065158229
90,21.4,0.312515383,0.156257691,0.104171794,0.078128846,0.062503077
90,21.6,0.292516965,0.146258482,0.097505655,0.073129241,0.058503393
90,21.8,0.303871836,0.151935918,0.101290612,0.075967959,0.060774367
90,22,0.27157311,0.135786555,0.09052437,0.067893277,0.054314622
90,22.2,0.264698102,0.132349051,0.088232701,0.066174525,0.05293962
90,22.4,0.285850381,0.142925191,0.09528346,0.071462595,0.057170076
90,22.6,0.256790739,0.12839537,0.085596913,0.064197685,0.051358148
90,22.8,0.218561207,0.109280603,0.072853736,0.054640302,0.043712241
90,23,0.286331238,0.143165619,0.095443746,0.07158281,0.057266248
90,23.2,0.189592295,0.094796148,0.063197432,0.047398074,0.037918459
90,23.4,0.121389741,0.06069487,0.040463247,0.030347435,0.024277948
90,23.6,0.190129344,0.095064672,0.063376448,0.047532336,0.038025869
90,23.8,0.167154074,0.083577037,0.055718025,0.041788518,0.033430815
90,24,0.165392019,0.08269601,0.055130673,0.041348005,0.033078404
90,24.2,0.16058328,0.08029164,0.05352776,0.04014582,0.032116656
90,24.4,0.094183731,0.047091865,0.031394577,0.023545933,0.018836746
90,24.6,0.071954471,0.035977235,0.023984824,0.017988618,0.014390894
90,24.8,0.086798856,0.043399428,0.028932952,0.021699714,0.017359771
90,25,0.012003798,0.006001899,0.004001266,0.00300095,0.00240076
